client_id,application_date,age,annual_income,loan_amount,term_months,interest_rate,loan_purpose,employment_status,credit_score,dti,default
314,2023-07-23,61,35022.15,19806.09,24,0.0779,debt_consolidation,employed,595,5.23,0
315,2023-08-05,56,35676.04,2326.14,24,0.0689,home_improvement,employed,666,1.0,0
316,2023-08-08,53,28854.25,17316.83,48,0.1967,car,self_employed,720,7.16,0
317,2023-08-26,24,49395.66,1000.0,24,0.1072,other,employed,769,3.53,0
318,2022-05-06,53,32376.15,15777.83,12,0.0815,small_business,unemployed,652,5.91,1
319,2022-10-17,34,16362.42,10754.49,24,0.1169,debt_consolidation,employed,670,7.95,1
320,2023-05-14,41,31382.03,19927.9,36,0.0813,education,employed,792,6.9,0
321,2023-04-17,68,37990.14,10008.03,24,0.0745,car,employed,655,5.11,0
322,2023-06-06,40,24278.08,1000.0,36,0.099,debt_consolidation,student,642,1.0,1
323,2023-12-25,28,25224.86,10871.78,12,0.1053,education,unemployed,672,2.97,0
324,2022-01-22,27,28444.89,12957.96,36,0.1178,home_improvement,employed,654,5.8,0
325,2022-06-06,23,49654.83,11208.13,48,0.1327,debt_consolidation,employed,639,5.81,1
326,2023-11-02,37,29154.1,15450.65,36,0.1256,home_improvement,retired,595,3.5,1
327,2022-09-19,53,52149.4,8613.67,36,0.1157,home_improvement,employed,775,1.0,0
328,2022-04-20,68,27620.59,4419.58,12,0.1188,debt_consolidation,employed,713,1.71,0
329,2023-05-16,32,38900.17,6002.11,24,0.1255,debt_consolidation,employed,776,1.15,1
330,2023-01-01,42,29645.09,8905.4,24,0.1113,home_improvement,employed,737,4.44,1
331,2022-01-13,42,44049.0,8853.91,36,0.0424,debt_consolidation,employed,680,1.0,1
332,2022-03-04,66,21580.71,26436.73,36,0.1049,small_business,employed,579,13.63,0
333,2022-01-24,50,43914.31,19530.63,60,0.1313,debt_consolidation,self_employed,625,5.44,0
334,2022-12-19,58,36366.43,16120.26,12,0.0659,debt_consolidation,employed,659,5.49,1
335,2022-12-06,58,27320.1,14676.08,36,0.0782,debt_consolidation,self_employed,622,11.65,0
336,2022-01-19,65,33005.34,13798.63,36,0.0882,car,employed,570,6.58,0
337,2022-03-29,28,53406.26,13830.0,36,0.0957,home_improvement,employed,626,1.0,0
338,2023-08-04,47,36654.13,12979.72,48,0.0733,car,employed,668,2.22,0
339,2022-05-30,47,26567.26,12240.71,24,0.0917,debt_consolidation,self_employed,775,2.8,0
340,2022-04-02,54,20543.68,1000.0,12,0.1054,small_business,employed,639,3.81,0
341,2022-05-25,41,41064.85,9785.24,36,0.0297,debt_consolidation,employed,719,1.0,0
342,2022-06-24,50,37350.14,10558.2,24,0.0922,debt_consolidation,employed,621,4.57,0
343,2023-01-26,53,43340.25,7506.16,12,0.0785,debt_consolidation,self_employed,666,3.05,1
344,2022-05-25,48,17453.3,8663.42,24,0.0388,debt_consolidation,employed,677,3.02,0
345,2023-04-05,67,20932.87,13804.49,24,0.1069,car,employed,776,7.07,0
346,2023-12-04,53,48762.55,16605.54,36,0.0993,debt_consolidation,employed,519,3.56,0
347,2022-05-15,25,38976.1,13795.42,24,0.0949,debt_consolidation,self_employed,631,1.08,0
348,2023-06-25,68,41400.81,16454.67,36,0.1083,small_business,employed,694,8.34,0
349,2022-08-25,39,23447.76,16560.65,36,0.0996,debt_consolidation,unemployed,705,8.81,0
350,2023-12-13,24,23228.15,10201.77,36,0.0679,small_business,self_employed,609,8.45,1
351,2023-09-22,55,46895.1,15151.84,60,0.1117,home_improvement,retired,677,8.29,1
352,2023-08-15,69,47460.53,1521.77,12,0.1168,debt_consolidation,employed,680,1.0,0
353,2022-12-08,37,21940.17,9694.05,60,0.0574,home_improvement,employed,768,6.05,1
354,2023-08-10,64,19647.55,8988.89,36,0.1164,car,unemployed,692,3.91,0
355,2023-11-30,48,33696.88,21187.96,48,0.0815,debt_consolidation,employed,671,10.21,0
356,2022-02-10,50,25407.82,14022.52,36,0.1084,other,employed,637,6.52,0
357,2022-09-03,49,25157.88,3993.28,36,0.0946,home_improvement,employed,716,1.06,1
358,2023-04-04,66,19983.46,15567.5,48,0.0848,other,retired,664,7.81,0
359,2023-07-24,26,29378.79,17458.7,48,0.1062,small_business,employed,646,7.27,0
360,2023-09-16,55,21143.66,11462.02,24,0.08,debt_consolidation,employed,621,7.74,0
361,2022-07-23,61,21855.19,16141.54,24,0.1224,debt_consolidation,self_employed,662,9.27,0
362,2023-07-06,57,38580.7,1000.0,36,0.1273,debt_consolidation,employed,721,1.24,0
363,2023-04-18,44,34337.62,1000.0,60,0.0736,small_business,retired,649,1.0,1
364,2022-02-27,49,40818.54,4927.98,24,0.085,small_business,employed,682,2.46,0
365,2022-07-08,69,15211.6,12894.24,36,0.0788,car,self_employed,646,11.11,0
366,2023-11-16,66,35118.57,21192.98,48,0.1013,debt_consolidation,employed,690,9.67,0
367,2023-08-12,51,59907.65,5241.43,48,0.1293,debt_consolidation,unemployed,684,2.66,1
368,2022-02-17,55,30532.73,6877.94,36,0.04,small_business,retired,632,3.01,1
369,2022-03-31,53,44896.99,12531.64,36,0.0475,other,unemployed,729,4.18,0
370,2023-06-07,41,44792.08,9046.09,60,0.0875,debt_consolidation,unemployed,592,1.0,1
371,2023-07-22,52,45382.38,8704.86,36,0.0956,debt_consolidation,employed,748,4.86,1
372,2023-05-03,43,36999.94,9471.15,48,0.0618,debt_consolidation,retired,699,2.57,1
373,2023-06-29,53,41793.03,19888.73,24,0.0954,debt_consolidation,self_employed,715,5.46,1
374,2022-06-29,23,43388.16,18696.81,36,0.0678,small_business,retired,580,4.21,1
375,2022-04-26,38,42625.35,12140.82,24,0.0766,car,self_employed,676,1.64,1
376,2022-01-28,45,21590.98,21926.88,24,0.1281,home_improvement,employed,772,10.54,0
377,2022-04-25,62,14511.39,15054.17,48,0.0797,car,self_employed,671,10.28,0
378,2022-08-08,51,16357.0,18923.36,36,0.0792,debt_consolidation,employed,687,13.39,0
379,2022-06-28,23,31758.08,6836.72,36,0.094,debt_consolidation,self_employed,611,4.25,0
380,2023-01-29,60,42127.12,8077.94,24,0.1228,small_business,employed,593,2.26,1
381,2023-12-13,66,21747.06,8013.71,36,0.0887,education,employed,693,5.75,0
382,2023-12-07,44,46087.65,11479.67,36,0.0733,car,student,639,3.95,0
383,2023-08-17,52,28972.7,12359.48,36,0.1074,debt_consolidation,retired,646,4.22,0
384,2023-11-11,67,29086.94,13945.06,24,0.1144,debt_consolidation,retired,683,8.23,0
385,2022-03-07,42,24966.72,23838.63,48,0.1243,debt_consolidation,unemployed,721,13.45,0
386,2022-01-22,43,12382.56,16327.67,48,0.0889,home_improvement,self_employed,711,17.45,0
387,2022-12-02,22,37751.77,8911.25,24,0.1043,car,self_employed,685,3.66,0
388,2022-04-11,47,55552.01,11980.35,24,0.1137,car,employed,733,1.91,1
389,2022-12-18,62,34248.03,21029.65,36,0.0955,small_business,retired,742,6.68,1
390,2022-06-25,22,12792.42,16691.28,36,0.1296,car,retired,672,15.58,0
391,2022-09-29,46,44364.11,20950.69,48,0.1095,car,self_employed,780,8.42,0
392,2022-02-18,37,15502.42,9103.9,36,0.1465,debt_consolidation,retired,614,9.28,1
393,2022-12-20,60,20491.59,7730.03,24,0.1175,small_business,employed,588,1.64,1
394,2023-09-05,53,32139.94,7817.73,24,0.0322,home_improvement,employed,763,3.44,0
395,2023-07-29,29,36474.12,9588.08,24,0.078,debt_consolidation,student,637,1.0,1
396,2022-11-08,63,22896.03,5620.3,24,0.0415,home_improvement,employed,519,2.06,0
397,2022-12-20,68,31672.21,13771.16,36,0.0708,car,self_employed,660,3.86,1
398,2022-02-06,59,43581.95,13874.32,12,0.0789,small_business,employed,753,4.93,0
399,2023-12-20,49,45226.15,20032.67,60,0.1161,other,self_employed,661,3.14,0
400,2022-12-15,62,50017.48,1438.42,48,0.0768,home_improvement,self_employed,573,1.0,1
401,2022-12-20,46,57913.02,6335.23,48,0.1318,education,self_employed,662,1.0,1
402,2023-06-28,55,44718.67,16833.48,60,0.0699,debt_consolidation,employed,668,4.5,1
403,2022-12-30,45,32399.16,13100.84,36,0.0813,home_improvement,employed,659,1.37,1
404,2023-10-25,44,45311.77,12268.81,48,0.0528,education,self_employed,636,5.52,1
405,2023-08-09,33,40600.59,19583.12,24,0.1333,car,retired,639,5.38,1
406,2023-08-07,27,41076.4,5940.27,12,0.1374,home_improvement,employed,723,1.79,0
407,2022-10-04,56,37126.63,7627.62,48,0.086,other,employed,645,4.67,1
408,2022-07-22,65,24055.35,6920.93,12,0.0456,debt_consolidation,employed,689,1.99,1
409,2023-05-24,40,22662.84,1000.0,60,0.0838,debt_consolidation,retired,689,3.49,0
410,2023-09-07,21,33834.58,12796.91,36,0.097,education,self_employed,643,4.55,1
411,2022-06-24,28,36786.92,8862.88,48,0.071,small_business,student,634,4.47,0
412,2022-07-30,66,26846.71,7602.6,24,0.1605,small_business,employed,684,4.28,1
413,2022-09-10,36,40080.1,6519.45,36,0.1448,home_improvement,employed,580,3.33,1
414,2022-12-20,34,59969.19,11893.52,12,0.0375,small_business,unemployed,799,2.53,0
415,2022-11-14,32,14068.03,7208.76,48,0.0554,education,employed,645,5.21,0
416,2023-01-01,43,41986.93,13329.41,24,0.1038,debt_consolidation,employed,656,7.69,1
417,2022-06-03,35,34208.3,14755.08,36,0.0578,small_business,employed,724,5.13,1
418,2022-10-23,48,40407.87,10232.53,24,0.0955,debt_consolidation,employed,669,1.0,0
419,2023-10-18,54,29831.42,9825.19,12,0.0903,debt_consolidation,employed,654,6.89,1
420,2023-06-15,22,33247.28,13112.95,36,0.0888,car,employed,599,4.11,1
421,2023-06-25,52,36554.01,11826.9,24,0.1206,debt_consolidation,employed,686,1.0,1
422,2022-12-31,43,31380.39,19980.96,48,0.1442,debt_consolidation,employed,647,5.99,0
423,2023-12-02,42,16753.5,13909.59,24,0.1019,debt_consolidation,unemployed,804,6.04,0
424,2023-11-07,45,32193.02,18573.52,24,0.0536,debt_consolidation,employed,667,5.36,1
425,2022-12-07,42,18002.8,15663.07,36,0.0943,debt_consolidation,employed,543,13.95,1
426,2022-09-23,42,42838.32,4089.49,24,0.0725,car,employed,737,2.06,0
427,2022-06-24,69,12613.46,8650.41,24,0.1498,small_business,employed,619,8.21,1
428,2023-11-15,62,47343.85,11711.42,48,0.1108,small_business,self_employed,686,1.81,0
429,2023-05-23,26,40154.76,17210.67,24,0.1021,small_business,retired,764,4.87,1
430,2023-09-20,35,40200.66,23566.88,12,0.1095,car,unemployed,661,9.26,0
431,2022-12-30,63,12000.0,9095.12,24,0.0888,education,employed,667,5.43,1
432,2022-09-08,57,31056.81,12331.54,36,0.1276,debt_consolidation,employed,736,10.64,1
433,2023-06-03,53,48842.76,16799.47,36,0.0729,debt_consolidation,employed,765,2.36,0
434,2023-05-01,28,28776.7,11653.03,24,0.1188,home_improvement,student,671,4.36,1
435,2022-07-16,64,22063.25,21864.58,48,0.1378,home_improvement,self_employed,801,11.57,0
436,2022-10-02,64,27359.96,3913.28,12,0.0656,small_business,employed,575,1.34,1
437,2023-01-01,25,34180.67,16068.12,36,0.1001,home_improvement,employed,625,4.3,1
438,2023-06-29,59,24783.55,16009.28,24,0.1025,debt_consolidation,employed,651,9.5,0
439,2023-10-26,24,49805.81,18912.23,36,0.0578,small_business,employed,743,6.84,0
440,2023-06-19,26,34223.99,12372.31,60,0.0489,home_improvement,unemployed,693,6.25,1
441,2022-09-12,65,28333.17,17349.13,36,0.0625,small_business,employed,639,7.52,1
442,2022-03-27,52,19383.88,10505.16,60,0.0884,small_business,self_employed,612,5.32,1
443,2022-06-30,50,40813.36,7191.65,24,0.1026,debt_consolidation,employed,590,1.74,0
444,2022-05-29,67,40540.0,6316.78,12,0.0789,debt_consolidation,employed,710,1.7,0
445,2022-12-04,55,25493.49,3351.59,24,0.1479,debt_consolidation,employed,656,1.0,0
446,2023-09-06,60,12000.0,9351.85,24,0.1208,debt_consolidation,self_employed,740,9.7,0
447,2022-04-01,36,39929.15,13868.93,24,0.1036,debt_consolidation,employed,593,7.77,0
448,2023-07-03,33,32758.36,10751.21,12,0.0771,car,employed,705,3.6,0
449,2022-02-18,62,39032.85,13187.8,36,0.0921,other,unemployed,677,5.05,1
450,2022-02-08,50,58486.09,19409.27,24,0.123,small_business,employed,643,2.67,0
451,2023-06-26,39,34678.02,8895.08,12,0.1176,education,employed,647,4.85,1
452,2023-07-09,37,28833.94,26041.78,24,0.1173,debt_consolidation,employed,686,9.52,1
453,2022-07-25,39,21232.14,16531.46,48,0.0809,debt_consolidation,self_employed,678,8.51,1
454,2022-08-14,48,31250.94,10818.45,24,0.0743,education,employed,626,5.19,0
455,2023-03-14,46,36926.93,10682.39,48,0.0472,debt_consolidation,self_employed,710,1.49,0
456,2022-02-01,57,35639.69,5951.22,36,0.1059,small_business,employed,752,2.87,0
457,2023-09-30,46,55681.58,11845.7,36,0.0444,other,employed,665,4.65,0
458,2022-04-05,43,40989.03,1000.0,24,0.0895,car,self_employed,714,1.0,1
459,2023-03-09,29,33382.39,19534.6,24,0.0774,education,self_employed,670,8.76,1
460,2022-01-02,32,26521.27,1000.0,36,0.0967,debt_consolidation,retired,824,1.0,0
461,2023-05-26,21,38200.07,12250.51,24,0.125,education,employed,680,4.74,1
462,2022-10-30,21,24115.9,5136.07,24,0.1306,debt_consolidation,employed,722,1.64,0
463,2023-05-02,67,37157.97,7792.93,12,0.1111,debt_consolidation,self_employed,750,3.29,0
464,2023-09-03,54,40848.97,8567.09,48,0.0671,education,employed,641,5.68,1
465,2023-06-19,52,32402.57,23553.76,36,0.0893,education,employed,722,2.75,0
466,2023-01-25,68,27436.56,5380.5,36,0.0638,home_improvement,employed,731,1.11,0
467,2023-12-31,45,12000.0,17485.56,36,0.0704,car,employed,705,12.89,1
468,2022-10-24,60,48726.04,18962.41,48,0.1045,home_improvement,employed,725,2.21,1
469,2023-05-27,65,39839.6,1000.0,36,0.0608,small_business,retired,641,1.0,0
470,2023-08-07,21,40131.41,8307.88,36,0.0764,other,unemployed,808,4.2,0
471,2023-11-10,36,16263.77,20906.75,60,0.0579,other,retired,536,17.03,1
472,2022-08-13,59,51558.06,4111.36,48,0.1097,small_business,student,629,2.51,1
473,2023-10-12,25,29417.4,19189.66,12,0.0792,education,employed,599,8.95,0
474,2022-07-29,42,31534.46,11892.8,24,0.0235,home_improvement,employed,783,1.84,0
475,2022-04-22,49,22168.56,11633.42,48,0.139,debt_consolidation,employed,672,7.9,0
476,2023-05-18,23,13556.65,12416.95,48,0.1204,debt_consolidation,retired,623,9.63,0
477,2023-07-16,32,48888.16,14055.43,36,0.0295,small_business,employed,643,4.34,1
478,2022-11-27,46,50439.17,6266.17,36,0.112,small_business,employed,588,1.0,1
479,2023-01-27,36,33013.66,10437.48,36,0.1357,home_improvement,employed,717,3.43,1
480,2023-12-13,57,26847.39,14223.59,36,0.0844,car,employed,723,6.22,0
481,2023-12-10,42,30475.47,13061.32,36,0.0945,debt_consolidation,employed,698,5.83,0
482,2023-05-28,49,30804.62,14095.35,12,0.0804,debt_consolidation,employed,637,3.81,0
483,2023-03-27,34,20601.68,7687.88,60,0.1056,car,retired,771,5.8,0
484,2022-10-10,48,31492.94,15793.8,48,0.121,car,employed,726,3.39,1
485,2022-12-31,25,36837.22,12758.85,36,0.0543,other,student,575,7.56,1
486,2022-07-08,67,47217.89,2515.8,24,0.0688,debt_consolidation,employed,668,1.0,1
487,2022-05-05,69,35170.93,8811.77,24,0.093,car,retired,610,1.0,1
488,2023-11-19,50,16083.78,6626.97,36,0.0993,car,employed,768,4.8,0
489,2023-05-02,66,39242.57,6549.73,36,0.1022,other,self_employed,653,1.18,1
490,2023-10-13,25,31928.83,9141.12,36,0.0842,small_business,employed,597,1.6,0
491,2023-09-06,32,51444.92,15680.83,24,0.0635,car,self_employed,671,6.35,0
492,2022-11-07,36,52153.49,8239.25,36,0.1196,other,retired,775,3.41,0
493,2023-02-12,46,52573.45,13350.35,48,0.0534,car,employed,731,3.97,0
494,2022-11-14,46,28260.94,12366.98,12,0.0752,debt_consolidation,employed,648,3.34,0
495,2022-05-27,68,58878.26,7325.69,36,0.0905,home_improvement,employed,669,1.0,1
496,2023-05-16,41,39211.31,9931.11,48,0.1046,debt_consolidation,employed,739,1.82,1
497,2022-12-18,59,54516.56,17189.1,36,0.0812,home_improvement,employed,763,1.0,0
498,2022-12-24,56,28968.56,12898.84,36,0.1126,other,self_employed,586,5.88,1
499,2022-09-30,53,31416.84,15292.97,36,0.1275,small_business,employed,689,6.53,0
500,2023-05-25,50,38288.33,19634.98,60,0.0713,debt_consolidation,self_employed,658,6.4,0
501,2022-01-12,57,36822.53,14609.62,12,0.1017,debt_consolidation,retired,650,5.21,1
502,2022-05-23,43,50057.74,1000.0,36,0.0974,debt_consolidation,self_employed,760,1.0,0
503,2022-06-16,30,32214.45,13623.59,12,0.0798,debt_consolidation,employed,598,3.28,0
504,2022-09-26,25,48975.38,8291.33,24,0.0328,debt_consolidation,employed,728,1.4,0
505,2022-04-04,56,43786.81,22861.82,24,0.1006,car,employed,543,9.03,1
506,2022-04-16,54,32439.29,14395.62,24,0.1039,education,employed,636,7.65,0
507,2023-12-14,51,42856.12,8415.37,60,0.1226,education,employed,682,3.39,0
508,2022-11-09,30,29320.82,15399.07,60,0.0799,debt_consolidation,retired,601,10.33,1
509,2023-08-27,39,63202.47,12544.75,24,0.07,debt_consolidation,self_employed,812,3.4,0
510,2022-08-24,52,12000.0,1692.26,36,0.0626,debt_consolidation,employed,636,2.96,0
511,2022-03-01,21,43075.32,17178.36,36,0.02,debt_consolidation,employed,632,7.74,0
512,2023-11-27,25,13824.85,9566.76,48,0.0779,car,employed,638,9.69,0
513,2023-02-13,65,32292.12,20523.71,36,0.173,debt_consolidation,student,715,10.92,1
514,2022-12-26,24,33972.7,11253.42,12,0.1281,home_improvement,student,734,4.03,1
515,2022-08-21,36,53091.6,20635.76,48,0.0602,other,employed,653,3.38,1
516,2023-10-01,44,26694.17,14549.39,48,0.0746,car,employed,698,6.35,1
517,2022-04-11,36,50696.14,17844.74,36,0.0744,education,employed,703,4.7,0
518,2023-10-09,22,20854.2,9049.08,60,0.132,debt_consolidation,employed,593,3.39,1
519,2023-08-03,69,51160.04,14118.04,60,0.1567,other,employed,672,1.89,0
520,2022-03-28,48,29307.85,1642.59,36,0.0927,debt_consolidation,self_employed,642,1.0,1
521,2022-04-18,52,35881.21,11237.78,36,0.0979,debt_consolidation,employed,586,1.56,1
522,2023-03-30,47,30963.46,3092.81,60,0.1056,debt_consolidation,self_employed,692,1.0,0
523,2023-10-11,40,50388.36,5142.14,24,0.0895,debt_consolidation,employed,740,2.69,1
524,2023-01-12,44,48052.88,6655.17,24,0.0985,home_improvement,self_employed,682,3.25,0
525,2023-01-22,32,40322.02,15962.53,24,0.0914,other,self_employed,525,1.94,1
526,2022-03-04,55,21177.58,11115.84,48,0.1043,small_business,employed,652,6.91,0
527,2022-08-18,53,26419.74,12188.56,48,0.0299,car,self_employed,626,5.4,1
528,2023-01-10,53,22657.08,10952.47,12,0.0756,home_improvement,employed,786,7.9,0
529,2022-08-26,63,12000.0,18484.32,60,0.0545,home_improvement,employed,659,17.93,0
530,2022-09-04,57,50135.82,12024.25,48,0.1107,small_business,employed,583,1.0,1
531,2023-01-21,32,31066.12,13493.02,48,0.0664,education,employed,677,4.24,0
532,2023-11-02,23,30938.07,8578.48,12,0.0431,home_improvement,employed,718,1.0,0
533,2022-02-07,21,52953.23,18896.46,36,0.0363,home_improvement,self_employed,685,1.0,0
534,2022-09-01,53,29288.14,19346.34,36,0.1035,education,employed,631,7.82,0
535,2023-06-03,60,24914.35,11778.67,36,0.0621,debt_consolidation,employed,652,6.71,0
536,2022-12-26,30,32303.05,8494.23,36,0.0859,debt_consolidation,unemployed,725,3.53,0
537,2023-01-29,63,21407.97,2304.14,48,0.1375,education,self_employed,686,1.0,1
538,2022-03-18,64,39132.27,6788.42,24,0.1013,small_business,employed,801,1.0,1
539,2023-03-19,49,30516.06,1000.0,48,0.0747,car,employed,685,1.0,0
540,2022-02-06,33,28912.74,6536.14,24,0.0547,other,employed,588,6.11,1
541,2023-02-13,32,27873.16,14141.82,24,0.103,debt_consolidation,employed,668,8.68,0
542,2022-12-16,51,33725.34,11697.6,12,0.0861,car,retired,646,3.57,0
543,2023-08-01,66,36001.77,25939.6,24,0.1074,car,employed,586,9.07,1
544,2023-09-04,22,28760.3,9773.66,24,0.02,other,employed,687,5.9,0
545,2022-09-18,55,30694.81,9305.21,48,0.1241,debt_consolidation,student,654,3.35,0
546,2023-04-08,43,34021.73,18376.62,36,0.0386,car,self_employed,688,3.79,0
547,2023-07-08,37,32810.98,1000.0,36,0.0755,debt_consolidation,employed,789,1.0,0
548,2023-03-24,46,35372.91,3109.4,36,0.1317,car,self_employed,672,1.42,1
549,2022-02-18,28,26879.95,15983.05,12,0.023,small_business,unemployed,741,6.73,0
550,2022-03-12,49,47055.11,10827.45,24,0.0874,debt_consolidation,employed,668,1.0,1
551,2022-09-03,46,36161.94,10965.02,36,0.0818,small_business,retired,704,1.0,1
552,2022-01-02,30,28953.84,6377.09,36,0.0891,other,employed,687,2.12,1
553,2022-03-03,46,39132.61,13438.62,48,0.1007,debt_consolidation,unemployed,696,3.03,0
554,2023-06-23,54,34107.58,7151.86,36,0.0905,education,student,672,5.38,0
555,2022-12-08,61,14194.08,12436.46,48,0.0498,debt_consolidation,employed,767,13.34,0
556,2022-03-08,27,39091.43,5049.1,36,0.0929,debt_consolidation,self_employed,717,1.0,0
557,2023-01-13,24,22765.93,10905.62,60,0.0895,home_improvement,self_employed,686,8.75,0
558,2023-10-19,65,46213.13,24149.21,24,0.0882,education,unemployed,734,9.5,0
559,2023-12-27,31,32099.0,9450.39,36,0.1526,car,unemployed,687,4.12,1
560,2022-02-26,49,44360.84,11209.45,36,0.1301,debt_consolidation,employed,747,1.17,0
561,2022-10-13,56,27437.38,10784.86,60,0.1448,other,self_employed,609,4.95,0
562,2023-04-01,45,35839.15,13047.19,24,0.1003,education,unemployed,807,1.0,0
563,2023-12-24,41,49522.92,14808.91,36,0.1436,debt_consolidation,self_employed,690,2.41,0
564,2023-03-31,56,31771.8,13543.43,24,0.0643,car,self_employed,611,5.65,0
565,2022-07-12,30,27910.19,13675.9,36,0.0792,debt_consolidation,employed,724,6.65,1
566,2023-09-18,57,42860.49,10915.0,24,0.0726,debt_consolidation,employed,757,2.17,1
